,phrase,label,sentiment,subjectivity,language,count
An hour,An hour,TIME,,,en,1.0
DreamThe FIFA,DreamThe FIFA,EVENT,,,en,1.0
45,45,CARDINAL,,,en,1.0
Just one hour,Just one hour,TIME,,,en,1.0
198819,198819,EVENT,,,en,1.0
Hobbit Extinction Explained,Hobbit Extinction Explained,PRODUCT,,,en,1.0
"50,000 years ago","50,000 years ago",DATE,,,en,1.0
NEW YEAR,NEW YEAR,EVENT,,,en,1.0
70,70,CARDINAL,,,en,1.0
40%,40%,PERCENT,,,en,1.0
their fourth consecutive day,their fourth consecutive day,DATE,,,en,1.0
3 consecutive years,3 consecutive years,DATE,,,en,1.0
below 30%,below 30%,PERCENT,,,en,1.0
just 4 days,just 4 days,DATE,,,en,1.0
+2965,+2965,NORP,,,en,1.0
399.99,399.99,MONEY,,,en,1.0
$400 Black,$400 Black,MONEY,,,en,1.0
"4,800 square feet","4,800 square feet",QUANTITY,,,en,1.0
the fourth consecutive day,the fourth consecutive day,DATE,,,en,1.0
4.26%,4.26%,PERCENT,,,en,1.0
over 20,over 20,CARDINAL,,,en,1.0
At least 56,At least 56,CARDINAL,,,en,1.0
Rs 785,Rs 785,PRODUCT,,,en,1.0
"over 40,000","over 40,000",CARDINAL,,,en,1.0
More than 200 mm,More than 200 mm,QUANTITY,,,en,1.0
108,108,MONEY,,,en,1.0
nearly a century,nearly a century,DATE,,,en,1.0
… Decades,… Decades,DATE,,,en,1.0
"5,000 metres","5,000 metres",QUANTITY,,,en,1.0
next year,next year,DATE,,,en,1.0
a summer,a summer,DATE,,,en,1.0
2.7 degrees Fahrenheit,2.7 degrees Fahrenheit,QUANTITY,,,en,1.0
1.5 degrees Celsius,1.5 degrees Celsius,QUANTITY,,,en,1.0
between 2030 and 2052,between 2030 and 2052,DATE,,,en,1.0
2025-10-28,2025-10-28,DATE,,,en,1.0
several hours,several hours,TIME,,,en,1.0
46,46,CARDINAL,,,en,1.0
Halloween only days,Halloween only days,DATE,,,en,1.0
+6411 chars,+6411 chars,WORK_OF_ART,,,en,1.0
seasons,seasons,DATE,,,en,1.0
the end of the 21st century,the end of the 21st century,DATE,,,en,1.0
4839,4839,CARDINAL,,,en,1.0
2018,2018,DATE,,,en,1.0
3.21 crore,3.21 crore,MONEY,,,en,1.0
"14,000","14,000",CARDINAL,,,en,1.0
the first week,the first week,DATE,,,en,1.0
the first days,the first days,DATE,,,en,1.0
"Oct 29, 2025","Oct 29, 2025",DATE,,,en,1.0
this past summer,this past summer,DATE,,,en,1.0
"2,000 metres","2,000 metres",QUANTITY,,,en,1.0
one week,one week,DATE,,,en,1.0
+2908,+2908,NORP,,,en,1.0
1000,1000,MONEY,,,en,1.0
19,19,CARDINAL,,,en,1.0
hundreds of thousands,hundreds of thousands,CARDINAL,,,en,1.0
Burmese,Burmese,NORP,,,en,1.0
just a few decades,just a few decades,DATE,,,en,1.0
earlier this year,earlier this year,DATE,,,en,1.0
Oakland Hills,Oakland Hills,FAC,,,en,1.0
Boca Raton Airport,Boca Raton Airport,FAC,,,en,1.0
as of 7 a.m.,as of 7 a.m.,TIME,,,en,1.0
"Monday, Oct. 27","Monday, Oct. 27",DATE,,,en,1.0
the Boca Raton Airport,the Boca Raton Airport,FAC,,,en,1.0
2.37 inches,2.37 inches,QUANTITY,,,en,1.0
6.9%,6.9%,PERCENT,,,en,1.0
"Around 10,000 years ago","Around 10,000 years ago",DATE,,,en,1.0
up to 40%,up to 40%,PERCENT,,,en,1.0
$388 billion,$388 billion,MONEY,,,en,1.0
next month's,next month's,DATE,,,en,1.0
about 40,about 40,CARDINAL,,,en,1.0
several years,several years,DATE,,,en,1.0
07:00 AM,07:00 AM,TIME,,,en,1.0
2025-26,2025-26,DATE,,,en,1.0
Decades,Decades,DATE,,,en,1.0
Lightspeed,Lightspeed,PRODUCT,,,en,1.0
This months,This months,DATE,,,en,1.0
the upcoming season,the upcoming season,DATE,,,en,1.0
More than 1 billion pounds,More than 1 billion pounds,MONEY,,,en,1.0
each year after Halloween,each year after Halloween,DATE,,,en,1.0
The Day of the,The Day of the,DATE,,,en,1.0
Mexican,Mexican,NORP,,,en,1.0
last weekend's,last weekend's,DATE,,,en,1.0
30 million,30 million,CARDINAL,,,en,1.0
"Nov 02, 2025","Nov 02, 2025",DATE,,,en,1.0
Italian,Italian,NORP,,,en,1.0
vineyards,vineyards,NORP,-0.10526315789473685,0.1973684210526316,en,1.0
nearly a year ago,nearly a year ago,DATE,,,en,1.0
11/02/2025 5:15:49 AM PST,11/02/2025 5:15:49 AM PST,TIME,,,en,1.0
The Great Gardening of 2025,The Great Gardening of 2025,EVENT,,,en,1.0
53,53,CARDINAL,,,en,1.0
100 percent,100 percent,PERCENT,,,en,1.0
Art In Nature,Art In Nature,WORK_OF_ART,,,en,1.0
2025s,2025s,DATE,,,en,1.0
age 13,age 13,DATE,,,en,1.0
Once a month,Once a month,DATE,,,en,1.0
+43550 chars,+43550 chars,WORK_OF_ART,,,en,1.0
Victory,Victory,WORK_OF_ART,,,en,1.0
Foldables,Foldables,PRODUCT,,,en,1.0
Women’s World Cup 2025,Women’s World Cup 2025,EVENT,,,en,1.0
+1526 chars,+1526 chars,WORK_OF_ART,,,en,1.0
+8350 chars,+8350 chars,WORK_OF_ART,,,en,1.0
+35 chars,+35 chars,WORK_OF_ART,,,en,1.0
Week,Week,DATE,,,en,1.0
#43 2025,#43 2025,MONEY,,,en,1.0
hourly,hourly,TIME,,,en,1.0
30 October 2025,30 October 2025,DATE,,,en,1.0
2013,2013,DATE,,,en,1.0
Two days ago,Two days ago,DATE,,,en,1.0
A day,A day,DATE,,,en,1.0
+1638,+1638,NORP,,,en,1.0
the 1920s,the 1920s,DATE,,,en,1.0
One hundred years ago,One hundred years ago,DATE,,,en,1.0
Ten,Ten,CARDINAL,,,en,1.0
Hairfall,Hairfall,WORK_OF_ART,,,en,1.0
Hearst Magazines,Hearst Magazines,WORK_OF_ART,,,en,1.0
+7054,+7054,NORP,,,en,1.0
Pixel 10 Pro Fold,Pixel 10 Pro Fold,PRODUCT,,,en,1.0
graduation weekend,graduation weekend,DATE,,,en,1.0
The year was 1965,The year was 1965,DATE,,,en,1.0
9.14,9.14,MONEY,,,en,1.0
"Slick Distro, Complicated Ethics","Slick Distro, Complicated Ethics",WORK_OF_ART,,,en,1.0
Linux,Linux,PRODUCT,,,en,1.0
emacs,emacs,PRODUCT,,,en,1.0
+11210 chars,+11210 chars,WORK_OF_ART,,,en,1.0
+2441,+2441,NORP,,,en,1.0
Sept. 23,Sept. 23,DATE,,,en,1.0
this years autumn,this years autumn,DATE,,,en,1.0
Palestinian Arabs,Palestinian Arabs,NORP,,,en,1.0
Jew,Jew,NORP,,,en,1.0
Holocaust,Holocaust,EVENT,,,en,1.0
the 2026 World Cup,the 2026 World Cup,EVENT,,,en,1.0
Victorian,Victorian,NORP,,,en,1.0
South Africas,South Africas,NORP,,,en,1.0
the ninth century,the ninth century,DATE,,,en,1.0
Christian,Christian,NORP,,,en,1.0
Judaism,Judaism,NORP,,,en,1.0
2023 to 2024,2023 to 2024,DATE,,,en,1.0
12 feet,12 feet,QUANTITY,,,en,1.0
nearly a year,nearly a year,DATE,,,en,1.0
That day,That day,DATE,,,en,1.0
Linux distro Omarchy,Linux distro Omarchy,WORK_OF_ART,,,en,1.0
unboxing experience</li><li,unboxing experience</li><li,PRODUCT,,,en,1.0
about two decades,about two decades,DATE,,,en,1.0
Pro Game of Thrones Limited Edition,Pro Game of Thrones Limited Edition,EVENT,,,en,1.0
10/8/2025,10/8/2025,CARDINAL,,,en,1.0
1 ton,1 ton,QUANTITY,,,en,1.0
Dems,Dems,NORP,,,en,1.0
week,week,DATE,,,en,1.0
1190,1190,CARDINAL,,,en,1.0
the early 2010s,the early 2010s,DATE,,,en,1.0
3D-PAWS,3D-PAWS,PRODUCT,,,en,1.0
"The Wonderland of Software
","The Wonderland of Software
",WORK_OF_ART,,,en,1.0
3 PM,3 PM,TIME,,,en,1.0
47,47,CARDINAL,,,en,1.0
[+45746 chars,[+45746 chars,WORK_OF_ART,,,en,1.0
130,130,CARDINAL,,,en,1.0
70 mph,70 mph,QUANTITY,,,en,1.0
Fremen,Fremen,NORP,,,en,1.0
2025The,2025The,TIME,,,en,1.0
this October,this October,DATE,,,en,1.0
the days,the days,DATE,,,en,1.0
+42094,+42094,NORP,,,en,1.0
MadeThe Realme 15,MadeThe Realme 15,PRODUCT,,,en,1.0
Norwegian,Norwegian,NORP,,,en,1.0
Cruise Line,Cruise Line,PRODUCT,,,en,1.0
ten years,ten years,DATE,,,en,1.0
two intensive days,two intensive days,DATE,,,en,1.0
"600,000","600,000",CARDINAL,,,en,1.0
last month,last month,DATE,,,en,1.0
ten feet,ten feet,QUANTITY,,,en,1.0
2C,2C,CARDINAL,,,en,1.0
2050,2050,DATE,,,en,1.0
over 40 million,over 40 million,CARDINAL,,,en,1.0
the Grand Canyon,the Grand Canyon,FAC,,,en,1.0
+12175,+12175,NORP,,,en,1.0
"40,000","40,000",CARDINAL,,,en,1.0
the Galaxies Showcase 2025,the Galaxies Showcase 2025,EVENT,,,en,1.0
more than 50,more than 50,CARDINAL,,,en,1.0
Eight,Eight,CARDINAL,,,en,1.0
Indigenous,Indigenous,NORP,,,en,1.0
eight,eight,CARDINAL,,,en,1.0
billion-dollar,billion-dollar,MONEY,,,en,1.0
early minutes,early minutes,TIME,,,en,1.0
only one year,only one year,DATE,,,en,1.0
+3480,+3480,NORP,,,en,1.0
"more than 42,000 square miles","more than 42,000 square miles",QUANTITY,,,en,1.0
May 30,May 30,DATE,,,en,1.0
the Great Depression,the Great Depression,EVENT,,,en,1.0
the early 1980s,the early 1980s,DATE,,,en,1.0
September 7,September 7,DATE,,,en,1.0
"8,000","8,000",CARDINAL,,,en,1.0
4 days,4 days,DATE,,,en,1.0
+64203,+64203,NORP,,,en,1.0
264,264,CARDINAL,,,en,1.0
"november 3rd, 2025","november 3rd, 2025",DATE,,,en,1.0
2023-02-02,2023-02-02,DATE,,,en,1.0
Iraqi,Iraqi,NORP,,,en,1.0
+4141,+4141,NORP,,,en,1.0
23 feet,23 feet,QUANTITY,,,en,1.0
Deadly Water Crisis,Deadly Water Crisis,WORK_OF_ART,,,en,1.0
the Kala Ghoda,the Kala Ghoda,FAC,,,en,1.0
third quarter,third quarter,DATE,,,en,1.0
+3493 chars,+3493 chars,WORK_OF_ART,,,en,1.0
5.30,5.30,MONEY,,,en,1.0
Only five years ago,Only five years ago,DATE,,,en,1.0
1 litre,1 litre,QUANTITY,,,en,1.0
60FPSSony,60FPSSony,CARDINAL,,,en,1.0
The David Lin Report,The David Lin Report,WORK_OF_ART,,,en,1.0
"over 2,200","over 2,200",CARDINAL,,,en,1.0
28km,28km,QUANTITY,,,en,1.0
less than six month,less than six month,DATE,,,en,1.0
this autumn,this autumn,DATE,,,en,1.0
the 1890s,the 1890s,DATE,,,en,1.0
80%,80%,PERCENT,,,en,1.0
November 09,November 09,DATE,,,en,1.0
+1542,+1542,NORP,,,en,1.0
November 9,November 9,DATE,,,en,1.0
84%,84%,PERCENT,,,en,1.0
76%,76%,PERCENT,,,en,1.0
35%,35%,PERCENT,,,en,1.0
Over one million gallons,Over one million gallons,QUANTITY,,,en,1.0
12,12,CARDINAL,,,en,1.0
November 2025,November 2025,DATE,,,en,1.0
US$ 16.7 Billion,US$ 16.7 Billion,MONEY,,,en,1.0
US$ 11.6 billion,US$ 11.6 billion,MONEY,,,en,1.0
US$ 16.7 billion,US$ 16.7 billion,MONEY,,,en,1.0
4.1%,4.1%,PERCENT,,,en,1.0
2025-,2025-,CARDINAL,,,en,1.0
25,25,CARDINAL,,,en,1.0
Patriot,Patriot,PRODUCT,,,en,1.0
Russias,Russias,NORP,,,en,1.0
New Glenn,New Glenn,PRODUCT,0.06818181818181818,0.2772727272727273,en,1.0
3%,3%,PERCENT,,,en,1.0
the upcoming winter season,the upcoming winter season,DATE,,,en,1.0
40 million,40 million,CARDINAL,,,en,1.0
"November
 ","November
 ",DATE,,,en,1.0
11/08/2025 5:53:13 AM PST,11/08/2025 5:53:13 AM PST,TIME,,,en,1.0
3AM,3AM,CARDINAL,,,en,1.0
a century,a century,DATE,,,en,1.0
+1970 chars,+1970 chars,WORK_OF_ART,,,en,1.0
60 per cent,60 per cent,MONEY,,,en,1.0
7 pm,7 pm,TIME,,,en,1.0
217,217,CARDINAL,,,en,1.0
the evening hours,the evening hours,TIME,,,en,1.0
the morning,the morning,TIME,,,en,1.0
RedMagic 11,RedMagic 11,PRODUCT,,,en,1.0
the winter season,the winter season,DATE,,,en,1.0
"November 1, 2025","November 1, 2025",DATE,,,en,1.0
the Great Atlantic Sargassum Belt,the Great Atlantic Sargassum Belt,EVENT,,,en,1.0
the years,the years,DATE,,,en,1.0
"50,000","50,000",CARDINAL,,,en,1.0
"November 8, 2025
 ","November 8, 2025
 ",DATE,,,en,1.0
11/08/2025 3:14:16 PM PST,11/08/2025 3:14:16 PM PST,TIME,,,en,1.0
the end of the year,the end of the year,DATE,,,en,1.0
November 10th,November 10th,DATE,,,en,1.0
11/10/2025 9:32:48 AM PST,11/10/2025 9:32:48 AM PST,TIME,,,en,1.0
"Monday, November 10","Monday, November 10",DATE,,,en,1.0
+4386,+4386,NORP,,,en,1.0
12:43:45 PM PST,12:43:45 PM PST,TIME,,,en,1.0
Third-Quarter,Third-Quarter,DATE,,,en,1.0
the third quarter… SAN JOSE,the third quarter… SAN JOSE,DATE,,,en,1.0
Quarter 2025,Quarter 2025,DATE,,,en,1.0
the third quarter,the third quarter,DATE,,,en,1.0
11/10/2025 1:52:09 PM PST,11/10/2025 1:52:09 PM PST,TIME,,,en,1.0
18k-Mile,18k-Mile,QUANTITY,,,en,1.0
9:25:33 PM PST,9:25:33 PM PST,TIME,,,en,1.0
1945,1945,DATE,,,en,1.0
22 percent,22 percent,PERCENT,,,en,1.0
75 percent,75 percent,PERCENT,,,en,1.0
millions of dollars,millions of dollars,MONEY,,,en,1.0
Half,Half,CARDINAL,,,en,1.0
the end of summer,the end of summer,DATE,,,en,1.0
Brutal Drought,Brutal Drought,WORK_OF_ART,,,en,1.0
Tehranis,Tehranis,NORP,,,en,1.0
recent days,recent days,DATE,,,en,1.0
10 million,10 million,CARDINAL,,,en,1.0
Last week,Last week,DATE,,,en,1.0
Arctic,Arctic,PRODUCT,,,en,1.0
+10096,+10096,NORP,,,en,1.0
New Jurassic World Evolution 3 Update,New Jurassic World Evolution 3 Update,EVENT,,,en,1.0
+2426 chars,+2426 chars,WORK_OF_ART,,,en,1.0
US$ 38.84 Billion,US$ 38.84 Billion,MONEY,,,en,1.0
US$ 14.12 billion,US$ 14.12 billion,MONEY,,,en,1.0
US$ 38.84 billion,US$ 38.84 billion,MONEY,,,en,1.0
11.9%,11.9%,PERCENT,,,en,1.0
"650,000","650,000",CARDINAL,,,en,1.0
Missourians,Missourians,NORP,,,en,1.0
year's end,year's end,DATE,,,en,1.0
years end,years end,DATE,,,en,1.0
Rs 9.97 crore,Rs 9.97 crore,MONEY,,,en,1.0
1.1.0,1.1.0,CARDINAL,,,en,1.0
up to $100,up to $100,MONEY,,,en,1.0
Fitbit,Fitbit,PRODUCT,,,en,1.0
Black Friday,Black Friday,EVENT,,,en,1.0
almost daily,almost daily,CARDINAL,,,en,1.0
11/10/2025 11:56:12 AM PST,11/10/2025 11:56:12 AM PST,TIME,,,en,1.0
76,76,CARDINAL,,,en,1.0
9:27 a.m.,9:27 a.m.,TIME,,,en,1.0
11/10/2025 12:30:07 PM,11/10/2025 12:30:07 PM,TIME,,,en,1.0
07,07,DATE,,,en,1.0
Du,Du,WORK_OF_ART,,,en,1.0
"more than 2,200","more than 2,200",CARDINAL,,,en,1.0
+34376 chars,+34376 chars,WORK_OF_ART,,,en,1.0
15 months,15 months,DATE,,,en,1.0
the last 15 months,the last 15 months,DATE,,,en,1.0
last 15 months,last 15 months,DATE,,,en,1.0
131,131,CARDINAL,,,en,1.0
Easter,Easter,EVENT,,,en,1.0
The Langtang Ecosystem,The Langtang Ecosystem,FAC,,,en,1.0
80 kilometers,80 kilometers,QUANTITY,,,en,1.0
50 miles,50 miles,QUANTITY,,,en,1.0
"Monday, 03 November 2025","Monday, 03 November 2025",DATE,,,en,1.0
10:01 AM,10:01 AM,TIME,,,en,1.0
four per cent,four per cent,MONEY,,,en,1.0
more than a year,more than a year,DATE,,,en,1.0
at least 7,at least 7,CARDINAL,,,en,1.0
Muhammad Ali International Airport,Muhammad Ali International Airport,FAC,,,en,1.0
At least seven,At least seven,CARDINAL,,,en,1.0
60M+,60M+,MONEY,,,en,1.0
$60 million,$60 million,MONEY,,,en,1.0
25M+,25M+,MONEY,,,en,1.0
at least 64,at least 64,CARDINAL,,,en,1.0
Australians,Australians,NORP,,,en,1.0
USD 128.26 billion,USD 128.26 billion,MONEY,,,en,1.0
the Week,the Week,DATE,,,en,1.0
Nov. 03,Nov. 03,DATE,,,en,1.0
28 kilometres,28 kilometres,QUANTITY,,,en,1.0
two years,two years,DATE,,,en,1.0
Last month,Last month,DATE,,,en,1.0
At least 9,At least 9,CARDINAL,,,en,1.0
less than three months,less than three months,DATE,,,en,1.0
28 kilometers,28 kilometers,QUANTITY,,,en,1.0
17 miles,17 miles,QUANTITY,,,en,1.0
Afghan,Afghan,NORP,,,en,1.0
"November 3, 2025","November 3, 2025",DATE,,,en,1.0
November 3,November 3,DATE,,,en,1.0
November of 2019,November of 2019,DATE,,,en,1.0
Drone Photo Awards Explore the Beauty of the World Above,Drone Photo Awards Explore the Beauty of the World Above,EVENT,,,en,1.0
Drone Photo Awards Explore the Beauty of the World,Drone Photo Awards Explore the Beauty of the World,EVENT,,,en,1.0
the Siena Awards,the Siena Awards,EVENT,,,en,1.0
Drone Photo Awards,Drone Photo Awards,EVENT,,,en,1.0
The Lone Horseman,The Lone Horseman,WORK_OF_ART,,,en,1.0
the very first evening,the very first evening,TIME,,,en,1.0
USD 135.65 billion,USD 135.65 billion,MONEY,,,en,1.0
5.76%,5.76%,PERCENT,,,en,1.0
11 p.m.,11 p.m.,TIME,,,en,1.0
+6200,+6200,NORP,,,en,1.0
11/5/2025,11/5/2025,CARDINAL,,,en,1.0
Covid,Covid,NORP,,,en,1.0
8.7%,8.7%,PERCENT,,,en,1.0
$850.4 million,$850.4 million,MONEY,,,en,1.0
Larrabee State Park,Larrabee State Park,FAC,,,en,1.0
late September,late September,DATE,,,en,1.0
KomoNews,KomoNews,WORK_OF_ART,,,en,1.0
+2902 chars,+2902 chars,WORK_OF_ART,,,en,1.0
12.5%,12.5%,PERCENT,,,en,1.0
$611.7 million,$611.7 million,MONEY,,,en,1.0
2.50,2.50,MONEY,,,en,1.0
recent months,recent months,DATE,,,en,1.0
November 5–6 ahead…,November 5–6 ahead…,DATE,,,en,1.0
2016,2016,DATE,,,en,1.0
countless hours,countless hours,TIME,,,en,1.0
8 minutes,8 minutes,TIME,,,en,1.0
80,80,CARDINAL,,,en,1.0
"550,000","550,000",CARDINAL,,,en,1.0
weekday,weekday,DATE,,,en,1.0
83,83,DATE,,,en,1.0
the OnePlus 15,the OnePlus 15,PRODUCT,,,en,1.0
CY2025,CY2025,PRODUCT,,,en,1.0
Nova Scotians,Nova Scotians,NORP,,,en,1.0
Syllad |,Syllad |,WORK_OF_ART,,,en,1.0
About half,About half,CARDINAL,,,en,1.0
Zionists,Zionists,NORP,,,en,1.0
2.7-million-year-old,2.7-million-year-old,DATE,,,en,1.0
2025Architecture,2025Architecture,CARDINAL,,,en,1.0
+8214,+8214,NORP,,,en,1.0
+40763 chars,+40763 chars,WORK_OF_ART,,,en,1.0
over 40 days,over 40 days,DATE,,,en,1.0
@sportsvoice29,@sportsvoice29,WORK_OF_ART,,,en,1.0
nine,nine,CARDINAL,,,en,1.0
"Jan. 24, 2024","Jan. 24, 2024",DATE,,,en,1.0
Rs 1.34 crore,Rs 1.34 crore,MONEY,,,en,1.0
+5647 chars,+5647 chars,WORK_OF_ART,,,en,1.0
35mm Camera Edge,35mm Camera Edge,QUANTITY,,,en,1.0
EdgeFlagship,EdgeFlagship,PRODUCT,,,en,1.0
Starry Night,Starry Night,FAC,,,en,1.0
AgriLokal,AgriLokal,PRODUCT,,,en,1.0
nearly 80%,nearly 80%,PERCENT,,,en,1.0
2025-2034,2025-2034,DATE,,,en,1.0
Nov. 06,Nov. 06,DATE,,,en,1.0
1985,1985,DATE,,,en,1.0
